2200,MOUNTING FRAME 1G MK
UF250315,CAPACITOR 250-315uF
UF270324,CAPACITOR 270-324uF START
UF3.15,CAPACITOR   3.15uF WITH STUD C/W CAP
UF30,CAPACITOR  30uF WITH CAP
UF315400,CAPACITOR 315-400uF
UF35,CAPACITOR  35uF WITH CAP
UF4,CAPACITOR   4uF WITH STUD C/W CAP  rs no 4515354
UF40,CAPACITOR  40uF WITH CAP
UF4050,CAPACITOR  40-50MFD
UF450550,CAPACITOR 400-500uF 120-250V
UF5,CAPACITOR   5uF WITH STUD C/W CAP
UF50,CAPACITOR  50uF WITH CAP
UF5063,CAPACITOR  50-63MFD
UF55,CAPACITOR 55UF WITH CAP
UF6.3,CAPACITOR   6.3uF WITH STUD C/W CAP
UF60,CAPACITOR  60uF WITH CAP
UF6380,CAPACITOR  63-80uF
UF6477,CAPACITOR  64-77uF START
UF70,CAPACITOR  70uF WITH CAP
UF8,CAPACITOR   8uF WITH CAP
UF80,CAPACITOR  80uF WITH CAP
UF80100,CAPACITOR  80-100uF
UF88106,CAPACITOR  88-106uF START
UF108130,CAPACITOR 108-130uF START
BAR,JOINT KIT 3x6mm IP68 GELL & CO  NNECTOR RAYTECH
BARNEY,JOINT KIT 2x2.5mm IP68 GELL &  CONNECTOR RAYTECH
BRAVO36,JOINT KIT 3x6mm IP68 GELL & CO  NNECTOR RAYTECH
FRED,JOINT KIT 3x2.5mm IP68 GELL &  CONNECTOR RAYTECH
GSB1,GEL TWO COMPONENT SILICON  1 LTR
GTQTK1,JOINT KIT WITH GELL 80x18x16mm
GTQTK2,JOINT KIT GEL TYPE 111x37x25mm
HAPPYJOINT4,JOINT KIT 2x +2 MAX 4mm GELL  & CONECTOR RAYTECH
HAPPYJOINT5,JOINT KIT 5x4mm IP68 GELL & CO  NNECTOR RAYTECH
MAMMUT,JOINT KIT MINI WITH GEL  -8
MG300,JOINT KIT MAGIC GEL 300ml 2 BO  TTLES
MPGELMP1000,MAGIC GEL 1LTR
RAYMJ120,JOINT KIT 4x120mm MAGIC FLUID  RAYTECH
RAYMJ95,JOINT KIT 4x 95mm MAGIC FLUID  RAYTECH
RWG1,WONDER GEL SILICONE TUBE IP68  RAYTECH
SKA10416,JOINT KIT RESIN TYPE 4x 16mm  MAX (4)
SKA20425,JOINT KIT RESIN TYPE 4x 25mm  MAX (4)
SKA30495,JOINT KIT RESIN TYPE 4x 95mm  MAX (1)
SKAO,JOINT KIT RESIN TYPE 4x 10mm  MAX (8)
SKAO5300,JOINT KIT RESIN TYPE 4x300 sq  MAX (1)
SKB1,JOINT KIT Y 3 WAY UP TO 4X6SQ  CABLE (4)
WONDERJL4,JOINT KIT 4mm MAX WITH WONDER  FLUID 2 KITS
F280,WONDER FLUID FOR SILICONE GUN
GTQ16,JOINT KIT WITH GEL & CONNECTOR  SIZE 3
GTQ6,JOINT KIT WITH GEL & CONNECTOR  SIZE 2
MG1000,JOINT KIT MAGIC GEL 1 LTR
MGC61001,JOINT KIT MINI WITH GEL
MPJ1,CABLE JOINTING KIT 4x6mm  C\W EARTH KIT
RAYMJ10,JOINT KIT 4x 10mm MAGIC FLUID  RAYTECH
RAYMJ50,JOINT KIT 4x 50mm MAGIC FLUID  RAYTECH
READYBOX,JOINT KIT 5x6mm IP68 GELL & CO  NNECTOR RAYTECH
RJMS26,JOINT KIT GEL
BPLWB,BELL PUSH ILLUMINATED BLACK -  WHITE
D534B,DOORBELL PUSH ILLUMINATED  BLACK
D534W,DOORBELL PUSH ILLUMINATED  WHITE
DC001,DOORBELL CORDLESS BLACK
DC013,DOORBELL CORDLESS WHITE 13a PL  UG IN CHIME
DC1WH,DOOR CHIME BELL
FD107,DOORBELL FACET WHITE FRIEDLAND
FD117,DOORBELL DING DONG WHITE FRIED  LAND
FD142,DOORBELL ATLANTA MECHANICAL MI  NI CHIME WHITE FRIEDLAND
FD182,DOORBELL MINI BUZZER 8VAC WHIT  E FRIEDLAND
FD230,DOORBELL BIG BEN 2 + 1 NOTE
FD611,DOORBELL PUSH CHROME - BLACK  HONEYWELL
FD792,DOORBELL UNDERDOME 8VAC BLACK  FRIEDLAND
FDC311N,DOORBELL WIRLESS PORTABLE 150M  RANGE 80DB 4 MELODIES HONEYWEL
FDC311NBS,DOORBELL WIRLESS PORTABLE PLUG  IN 150M RANGE 4 MELODIES
FDCP311W,DOOR BELL SPARE PUSH FOR HONEY  WELL FDC DOOREBELLS WHITE
TRAN8-12-24,BELL TRANSFORMER 8V/12V/24V  GARO 230V 8va TRAN8-12-24
TRAT87,BELL TRAFFO DIN RAIL MNTD F&G  1a
BPWB,BELL PUSH NON ILLUMINATED BLAC  K - WHITE
D117,DOORBELL DING DONG
TIONI008,DOORBELL DING DONG 8v DINUY  MUST USE 12V GARO TRAFFO
D902S3A,DOORBELL IN ONE
DC010,KNIGHTSBRIDGE WHITE WIRELESS  DOOR CHIME
D2105,HONEYWELL FIESTA D2105 DOORBELL GONG 110-240V NO TRAFO NEEDED
11P110VAC,RELAY 110V AC 11 PIN  RUB3C5615LT
11P12VAC,RELAY  12V AC 11 PIN  RUB3C5512LT
11P12VDC,RELAY  12V DC 11 PIN  RUB3C5012LT
11P220V,RELAY 220V 11 PIN
11P24VAC,RELAY  24V AC 11 PIN  RUB3C5524LT
11P24VDC,RELAY  24V DC 11 PIN  RUB3C5024LT
11P48VAC,RELAY  48V AC 11 PIN
11P48VDC,RELAY  48V DC 11 PIN
11PB,RELAY BASE 11 PIN DIN RAIL  SUB11E
14PMB,RELAY BASE 14 PIN MINI  94.04
14PMR110VAC,RELAY 110VAC 14 PIN MINIFINDER  55.34.8.110.0040 (10)
14PMR12VAC,RELAY  12VAC 14 PIN MINIFINDER  55.34.8.012.0040 7 A (10)
14PMR12VDC,RELAY  12VDC 14 PIN MINIFINDER  55.34.9.012.0040 7A (10)
14PMR240VAC,RELAY 240V AC 14 PIN MINI  55.34.8.230.0040 (10)
14PMR24VAC,RELAY  24V AC 14 PIN MINI  55.34.8.024.0040 (10)
14PMR24VDC,RELAY  24V DC 14 PIN MINI  55.34.9.024.0040 (10)
2023220V,RELAY FLIP FLOP 220V  20.23.8.230.000 (FINDER)
202324VDC,RELAY FLIP FLOP 24V DC
553490240094,14 PIN MINI 24VDC + INDICATOR
6072CC110VAC,RELAY 110VAC  8 WIDE PIN SMCT
6072CC230VAC,RELAY 230VAC 8 WIDE PIN SMCT
6072CC24VAC,RELAY  24VAC 8 WIDE PIN SMCT
6072CC24VDC,RELAY  24VDC 8 WIDE PIN SMCT
8P110VAC,RELAY 110V AC  8 PIN  RUB2C1615LT
8P12VAC,RELAY  12V AC  8 PIN  RUB2C1512LT
8P12VDC,RELAY  12V DC  8 PIN  RUB2CO012LT
8P220V,RELAY 220V AC 8 PIN
8P24VAC,RELAY  24V AC  8 PIN  RUB2C1524LT
8P24VDC,RELAY  24V DC  8 PIN  RUB2C1024LT
8P48VDC,RELAY  48V DC  8 PIN
8PB,RELAY BASE 8 PIN DIN RAIL MNTD  SUB08E
8PMB,RELAY BASE 8 PIN MINI FINDER  (95.75)               GZT80/
8PMR110VAC,RELAY 110V AC 8 PIN MINIFINDER  40.52.8.110.0000 8A
8PMR12VAC,RELAY  12VAC  8 PIN MINIFINDER  40.52.8.012.0000 8A
8PMR12VDC,RELAY  12V DC 8 PIN MINIFINDER  40.52.7.012.0000 8A
8PMR240VAC,RELAY 240VAC 8 PIN MINI FINDER  40.52.8.240.0000
8PMR24VAC,RELAY  24VAC 8 PIN MINI FINDER  40.52.8.024.0000
8PMR24VDC,RELAY  24VDC 8 PIN MINI FINDER  40.52.7.024.0000
8PRBASE,RELAY BASE 8 PIN ASIAON  ARF08A-E 10A 300V AC
C30000045,PROXIMITY SENSOR 24VDC SC30SP-  CE25PNP NO\NC PLASTIC
CL1N,LEVEL PROBE VR448300
DOL43R,SENSOR SWITCH FOR MEAL BIN  90-250v
G2R2SNI-24VDC,RELAY  24VDC 8 PIN MINI OMRON
NR343650,PROBE 3 LEG LEVEL TYPE
P2RF08E,RELAY BASE OMRON 8 PIN MINI
PNSA230100,LEVEL CONTROLL RELAY 230V  DISIBEINT
PT100,PT100 150x6mm TEMPERATURE PROBE
S4T08,RELAY BASE 8 WIDE PIN SCMT
SV140107,PVC GLAND FOR DOL43R SENSOR  SWITCH FOR METAL BIN
TR2-0-90,THERMOSTAT 0-90 DEC 500MM CAPI  LLARY
1\2 CF,COMPRESSION FITTING 1/2  STAIN  LESS STEEL FOR PT100 PROBE
101064,STAIRCASE IMPULSE RELAY 1-20  MINS
11P110VDC,RELAY 110V DC 11 PIN  RUB3C5110LT
20238024,RELAY FLIP FLOP 24V AC
385170240050,RELAY SPDT 24VDC 6A FINDER 1  MODULE
601773,STAIRCASE RELAY GRASSLIN
6072CC12VDC,RELAY  12VDC  8 WIDE PIN SMCT
70618400000,PHASE FAILURE RELAY 208-480VAC  6A DIN RAIL MOUNT FINDER
8P110VDC,RELAY 110V DC  8 PIN
PU220A04,SOLENOID VALVE 1/2  24VAC FOR  WATER SHAKO
JQX14-12VDC,RELAY 12VDC 8PIN
RT626,BASE 8PIN MINI BASE
PD172,"NOR,PD172,INCL,BASE 11 PIN LOOP DECTECTOR RELAY"
AS1424VDC,RELAY  24VDC 8 PIN   ASIAON
ARF08,RELAY  BASE 8 PIN   ASIAON
AS1424VAC,RELAY  24VAC 8 PIN   ASIAON
12P,RCBO BUSBAR 12 WAY AOLEC
14202023002,MODULAR 2P 20A 2 N/C 230V  AOLEC CONTACTOR
1420203020,MODULAR 2P 20A N/O 230V  AOLEC CONTACTOR
142523004,MODULAR 4P 25A 4 N/C 230V  AOLEC CONTACTOR
142523040,MODULAR 4P 25A 4 N/O 230V  AOLEC CONTACTOR
14253022,MODULAR 4P 25A 2N/O 2N/C 230V  AOLEC CONTACTOR
14634023022,MODULAR 4P 40A 2N/O 2N/C 230V  AOLEC CONTACTOR
14634023040,MODULAR 4P 40A N/O 230V  AOLEC CONTACTOR
KNOB10A030,RCBO 1P+N 10A 6KA 30MA B CURVE  TYPE A 1 MODULE AOLEC
KNOB16A030,RCBO 1P+N 16A 6KA 30MA B CURVE  TYPE A 1 MODULE AOLEC
KNOB20A030,RCBO 1P+N 20A 6KA 30MA B CURVE  TYPE A 1 MODULE AOLEC
KNOB25A030,RCBO 1P+N 25A 6KA 30MA B CURVE  TYPE A 1 MODULE AOLEC
KNOB32A030,RCBO 1P+N 32A 6KA 30MA B CURVE  TYPE A 1 MODLUE AOLEC
KNOB40A030,RCBO 1P+N 40A 6KA 30MA B CURVE  TYPE A 1 MODULE AOLEC
KNOB6A030,RCBO 1P+N  6A 6KA 30MA B CURVE  TYPE A 1 MODULE AOLEC
A27,BATTERY 12V ALKALINE ENERGIZER
CR1220,BATTERY  3V LITHIUM CR1220
CR2016,BATTERY  3V LITHIUM PACK OF 1  COIN CELL PANASONIC
CR2025,BATTERY  3V COIN CELL PANASONI  C
CR2032,BATTERY  3V LITHIUM PACK OF 1  COIN CELL PANASONIC
CR2032T,BATTERY  3V LITHIUM PACK OF 2  COIN CELL PANASONIC
CR2B,BATTERY  3V LITHIUM PACK OF 1  PANASONIC
ENE27A,BATTERY 12V PACK OF 2 PANASONI  C
GP119576,BATTERY AA   4 PACK RECHARGEAB  LE GP 1300MAH
GP119637,BATTERY AAA  4 PACK RECHARGEBA  LE GP
GP145452,BATTERY AA   4 PACK RECHARGEAB  LE GP
GP145698,BATTERY AA/AAA CHARGER 1000MAH
HHR-4MVE/4BC,RECHARGABLE BATTERY AAA 750MAH
HHR3LVE4BC,BATTERY AA   4 PACK RECHARGEAB  LE 1.2V 1OOOMAH PANASONIC
HHR4MVE4BC,BATTERY AAA  4 PACK RECHARGEAB  LE 750MAH
L6LR61X1,BATTERY  9V 1 PACK PANASONIC
LR03X8WB,BATTERY  1.5V AAA 4+4 PACK  PANASONIC
LR1,BATTERY  1.5V CELL PACK OF 1  PANASONIC
LR14X2BP,BATTERY  1.5V C 2 PACK PANASON  IC
LR20X2BP,BATTERY  1.5V D 2 PACK PANASON  IC
LR44,BATTERY  1.5V COIN CELL 1 PACK  PANASONIC
LR6PPG24,BATTERY  1.5V AA  24 PACK  PANASONIC
LR6PPG6BP,BATTERY  1.5V AA  6 PACK
LR6X8WB,BATTERY  1.5V AA  4+4 PRO POWE  R PACK PANASONIC
LRO324,BATTERY AAA 24 PACK
LRV08,BATTERY 12V CALL PACK OF 1  PANASONIC
PPGLR03,BATTERY  1.5V AAA 6+4 PACK
PPGLR6,BATTERY  1.5V AA  6+4 PACK
UO150545,BATTERY  1.5V RECHARGE DLR20  PACK OF 2
LR20APB,BATTERY  1.5V D 2 PACK PANASON  IC
UO150484,BATTERY  1.5V RECHARGE LR14  PACK OF 2
ACC1003,BATTERY  3.7V 3400MAH  18650 RECHARGABLE LITHIUM   PACK OF 2
C2,C2 ENERGIZER ACCU RECHARGE POWER PLUS 2 PACK
CR20324BP,CR2032 3V BATTERY 4 BLISTER PACK
11014,LAMP    9W R7S HALOGEN REPLACE  MENT LED 118mm 3000W 790LM
64400,HEAT LAMP  70W  (40483)
64401,HEAT LAMP 100W ES (40041)
CDMT150W,LAMP  150W G12 METAL HALIDE  20028
IGNITOR35400,IGNITOR 35- 400W MH 70- 400W  -80815
IGNITOR6001000,IGNITOR 600-1000W HPS & MH  80134
MBFU250,LAMP  250W ELIPTICAL GES
MBFU50,LAMP   50W ELIPTICAL
MBFU80,LAMP   80W ES ELIPTICAL RADIUM  32208919
MH1000,1000W M\H TUBULAR LAMP HPIT100  0  hit1000whor4.5k00336
MH150,LAMP  150W METAL HALIDE DOUBLE  ENDED 4000K 20397
MH150G12,LAMP  150W G12 METAL HALIDE  COOL WHITE LAMHG150 20028
MH150GES,LAMP  150W E27 METAL HALIDE  TUBULAR SINGLE ENDED
MH250,LAMP  250W E40 METAL HALIDE  00071 21000LM
MH400,LAMP  400W E40 METAL HALIDE  TUBULAR 00070 36000LM
MH70,LAMP   70W METAL HALIDE DOUBLE  ENDED 4000K 60248
MH70G12,LAMP   70W G12 2 PIN METAL HAL  IDE COLOUR 942 COOLWHITE 20026
MHE400,LAMP  400W METAL HALITE ELIPTI  CAL VENTURE NO 00327
Q352LED,LAMP    5W STRIP 230V LED 2700  K 408LM
SONE250,LAMP  250W HIGH PRESSURE SODIU  M ELIPTICAL
SONE70,LAMP   70W HIGH PRESSURE SODIU  M ELIPTICAL (20154)
SONE70I,LAMP   70W HIGH PRESSURE SODIU  M C/W IGNITOR
SONT1000,LAMP 1000W SON TUBULAR  -20177
SONT150,LAMP  150W E40 SON TUBULAR  -20307
SONT250,LAMP  250W HIGH PRESSURE SODIU  M TUBE LA-SHL250
SONT400,LAMP  400W HIGH PRESSURE SODIU  M TUBE LA-SHL400
SONT70,LAMP   70W HIGH PRESSURE SODIU  M TUBULAR
SONT70DE,LAMP   70W SON DOUBLE ENDED
SOX35,LAMP   35W LOW PRESSURE SODIUM  SOX GE 21296
SOX55,LAMP   55W LOW PRESSURE SODIUM  SOX
SPIRAL55BC,LAMP   55W B22 SPIRAL 6500K  30802
SPIRAL55ES,LAMP   55W ES 30803
42514762,LAMP    6W STRIP 230V 2PEG LED  COLOUR 827 WARM WHITE RADIUM
42514763,LAMP    9W STRIP 230V 2PEG LED  COLOUR 827 WARM WHITE RADIUM
MH70BLUE,LAMP   70W METAL HALIDE BLUE
CHR7S10W,LAMP   10W HALOGEN REPLACEMENT  LED FOR R7S =250W 6500k 864LM
MBFU400,LAMP  400W ELIPTICAL GES
MH150BLUE,LAMP  150W METAL HALIDE BLUE
MH35G8.5,METAL HALIDE 35W G 8.5 (43273)  COLOUR 830 CDM-TC(20018GE L.S)
SONT70I,LAMP   70W HIGH PRESSURE SODIU  M TUBULAR C/W IGNITOR
SOX18,LAMP   18W LOW PRESSURE SODIUM  SOX
IGNITOR351800,"Ignitor - 35w-1800w Metal Halide,   50w-1000w SON (80816)  LONG REACH IGNITOR"
1215SWA,ARMOURED CABLE 12 x 1.5mm  LSZH
1225SWA,ARMOURED CABLE 12 x 2.5mm  LSZH
310SWA,ARMOURED CABLE 2 CORE+E 10mm SWA LSF LSZH  BLUE BROWN & EARTH
315SWA,ARMOURED CABLE 2 CORE+E  1.5mm  LSF LSZH
316SWA,ARMOURED CABLE 2 CORE+E 16mm SWA LSF LSZH BLUE BROWN & EARTH
335SWA,ARMOURED CABLE 3x35mm SWA BLUE BROWN & EARTH lsf LSZH
34SWA,ARMOURED CABLE 3x 4mm BLUE BROWN & EARTH SWA LSF  LSZH
36SWA,ARMOURED CABLE 2 CORE+E 6mm SWA LSF BLUE BROWN & EARTH
3X2.5SWA,ARMOURED CABLE 3x 2.5mm SWA BLUE BROWN & EARTH LSF LSZH
435SWA,ARMOURED CABLE 4x35mm SWA LSF LSZH BROWN BLACK GREY BLUE CORES
44SWA,ARMOURED CABLE 4x4mm SWA LSF LSZH BROWN BLACK GREY BLUE CORES    No Earth Core
450SWA,ARMOURED CABLE 4x50mm SWA LSF LSZH BROWN BLACK GREY BLUE CORES
46SWA,ARMOURED CABLE 4x6mm SWA LSZH BROWN BLACK GREY BLUE CORES  No Earth Core
510SWA,ARMOURED CABLE 5x10mm SWA LSF LSZH BROWN BLACK GREY BLUE EARTH
515SWA,ARMOURED CABLE 5x1.5mm SWA LSF LSZH BROWN BLACK GREY BLUE EARTH
516SWA,ARMOURED CABLE 5x16mm SWA LSF LSZH BROWN BLACK GREY BLUE EARTH
535SWA,ARMOURED CABLE 5x35mm SWA LSF LSZH BROWN BLACK GREY BLUE EARTH
54SWA,ARMOURED CABLE 5x4mm SWA LSF LSZH BROWN BLACK GREY BLUE EARTH
56SWA,ARMOURED CABLE 5x6mm SWA LSF LSZH BROWN BLACK GREY BLUE EARTH
5X2.5SWA,ARMOURED CABLE 5x2.5mm SWA LSF LSZH BROWN BLACK GREY BLUE EARTH
715SWA,ARMOURED CABLE 7x1.5mm SWA LSF LSZH black no cores + earth
725SWA,ARMOURED CABLE 7x2.5mm SWA LSF LSZH black no cores + earth
SWA325,ARMOURED CABLE 3x25mm BLUE BROWN & EARTH  LSF  LSZH
SWA425,ARMOURED CABLE 4x25mm BROWN BL BROWN BLACK GREY BLUE CORES  ACK GREY BLUE   LSZH
SWA525,ARMOURED CABLE 5x25mm BROWN BLACK GREY BLUE EARTH LSF LSZH
550SWA,ARMOURED CABLE 5x50mm SWA LSZH BROWN BLACK GREY BLUE EARTH
470SWA,ARMOURED CABLE 4x70mm PVC SWA LSZH  BROWN BLACK GREY BLUE CORES
495SWA,ARMOURED CABLE 4x95mm PVC SWA LSZH  BROWN BLACK GREY BLUE CORES
1015NYM,NYM-J 10x1.5mm 500mtr DRUM  LSZH n1xz1
1215NYM,NYM-J 12x1.5mm   LSZH
26NYCY,NYCY 2x6mm & EARTH 500mtr DRUM  LSZH
310NYYJ,"NYYJ CABLE 3x10mm ON 500mtr DR  UM BROWN BLUE & EARTH  LSZH N2XH-J  B2ca-s1,d1,a1"
315NYM,NYM-J  3x1.5mm 100mtr coils  LSF LSZH n1xz1
315NYM5,NYM-J  3x1.5mm CABLE ON 500mtr  DRUM LSF  LSZH n1xz1
315NYYJ,"NYYJ CABLE 3x 1.5mm 500 drum  RE 0,6/1 KV B2ca-s1,d1,a1 BLACK N2XH-J B2ca-s1,d1,a1. CU/XLPE/LZOH 1kv   "
316NYYJ,"NYYJ CABLE 3x16mm ON 500mtr DRUM BLUE BROWN & EARTH LSZH N2XH-J  B2ca-s1,d1,a1"
325NYM,NYM-J  3x2.5mm 100mtr coils  lsf LSZH n1xz1
325NYM5,NYM-J  3x2.5mm CABLE ON 500mtr  DRUM LSF  LSZH n1zx1
325NYYJ,"NYYJ CABLE 3x 2.5mm 500m  RE 0,6/1 KV B2ca-s1,d1,a1 BLACK N2XH-J B2ca-s1,d1,a1. CU/XLPE/LZOH 1kv   "
34NYM,NYM-J  3x4mm 100mtr COIL  LSZH
34NYM5,NYM-J  3x4mm 500mtr DRUM LSF  LSZH nhxmh-j
36NYM,NYM-J  3x6mm 500mtr DRUM LSF  LSZH
415NYM,NYM-J  4x1.5mm 100mtr coils  LSF LSZH
415NYM5,NYM-J  4x1.5mm CABLE ON 500mtr  DRUM LSF LSZH
415NYYJ,"NYYJ CABLE 4x1.5mm 500mtr drum  RE 0,6/1 KV B2ca-s1,d1,a1 BLACK N2XH-J B2ca-s1,d1,a1. CU/XLPE/LZOH 1kv   "
425NYM5,NYM-J  4x2.5mm 500mtr DRUM LSF  LSZH
425NYYJ,"NYYJ CABLE 4x2.5mm 500m  RE 0,6/1 KV B2ca-s1,d1,a1 BLACK"
510NYM,NYM-J  5x10mm 500mtr DRUM lsf  LSZH n1xz1
515NYM,NYM-J  5x1.5mm 100mtr coils  LSF LSZH n1xz1
515NYM5,NYM-J  5x1.5mm CABLE ON 500mtr  DRUM LSF LSZH n1xz1
515NYYJ,"NYYJ CABLE 5x1.5mm 500mtr drum  RE 0,6/1 KV B2ca-s1,d1,a1 BLACK"
516NYM,NYM-J  5x16mm 500mtr DRUM lsf  LSZH
525NYM,NYM-J  5x2.5mm 100mtr coils  LSF LSZH
525NYM5,NYM-J  5x2.5mm CABLE ON 500mtr  DRUM LSF  LSZH
525NYYJ,"NYYJ CABLE 5x2.5mm 500mt  RE 0,6/1 KV B2ca-s1,d1,a1 BLACK N2XH-J B2ca-s1,d1,a1. CU/XLPE/LZOH 1kv   "
54NYM,NYM-J  5x4mm on 500mtr drum  LSF LSZH
56NYM,NYM-J  5x6mm 500mtr DRUM LSF  LSZH
715NYM,NYM-J  7x1.5mm 500mtr DRUM LSF  LSZH
725NYM,NYM-J  7x2.5mm 500mtr DRUM LSZH
BLUE4155NYM,NYM-J  4x1.5mm WITH BLUE 2 BRO  NS EARTH 500M LSF LSZH nhxmh-j
BLUE415NYM,NYM-J  4x15mm 2 BROWNS BLUE &  EARTH ON 100m LSZH nhxmh-j
425NYM,NYM-J  4x2.5mm 100mtr coils  LSZH
315NYMLSF,3 X 1.5 NYMJ LSF  LSZH
550NYYJ,CABLE NYY-J 5X50MM ON 500M DRUM
46NYYJ,CABLE 4x6mm NYYJ ON 500 DRUM
34NYYJ,NYYJ CABLE 3 X 4 mm 500 drum
10PVCBLACK,PVC SINGLE  10mm BLACK 6491b  LSZH
10PVCBLUE,PVC SINGLE  10mm BLUE 6491B  LSZH
10PVCBROWN,PVC SINGLE  10mm BROWN 6491B  LSZH
10PVCEARTH,PVC SINGLE  10mm GREEN/YELLOW  6491b 100mtr roll LSF LSZH
10PVCEARTH1K,PVC SINGLE  10mm GREEN YELLOW  6491b ON 1KM DRUM lsf LSZH
10PVCGREY,PVC SINGLE  10mm GREY 6491B  LSZH
120PVCEARTH,PVC EARTH 120mm GREEN YELLOW  6491b 500mtr drum lsf LSZH
150PVCEARTH,CABLE 150mm EARTH 6491B LSZH
15LSFBLUE5,PVC SINGLE   1.5mm L S F BLUE  500mtr DRUM 6491B LSZH
15PVCBLACK1,PVC SINGLE   1.5mm BLACK 6491B  100mtrs LSF LSZH
15PVCBLACK5,PVC SINGLE   1.5mm BLACK 6491B  500mtr DRUM LSZH
15PVCBLUE1,PVC SINGLE   1.5mm BLUE 6491B  100mtrs LSF LSZH
15PVCBROWN1,PVC SINGLE   1.5mm BROWN 6491B  100mtrs LSF LSZH
15PVCBROWN5,PVC SINGLE   1.5mm BROWN 500MT  6491B LSZH
15PVCEARTH1,PVC SINGLE 1.5mm EARTH 6491B 100mtrs LSF LSZH
15PVCEARTH5,PVC SINGLE 1.5mm EARTH 500MT 6491B LSZH
15PVCGREY1,PVC SINGLE   1.5mm GREY 6491B  100mtrs LSF LSZH
15SILICONE,CABLE   1.5mm 180 deg C WHITE  SIF/GL
16PVCBLUE,PVC SINGLE  16mm BLUE 6491B  LSZH
16PVCBROWN,PVC SINGLE  16mm BROWN 6491B  LSZH
16PVCEARTH,PVC SINGLE 16mm EARTH 6491b ON WOODEN 1km DRUM lsf LSZH
16PVCEARTH1,PVC SINGLE 16mm 6491b GREEN & YELLOW ON 100s lsf LSZH
2.5LSFBLACK5,PVC SINGLE   2.5 L S F 6491B  BLACK 500mtr DRUM
2.5LSFBLUE5,PVC SINGLE   2.5mm L S F 6491B  BLUE 500mtr DRUMS
2.5LSFGREY5,PVC SINGLE   2.5mm L.S.F GREY  500mtr DRUM 6491B
2.5PVCBLACK1,PVC SINGLE   2.5mm BLACK 6491B  100mtrs LSF LSZH
2.5PVCBLACK5,PVC SINGLE   2.5mm BLACK 6491B  500 MTR DRUM LSZH
2.5PVCBLUE1,PVC SINGLE   2.5mm BLUE 6491B  100mtrs LSF LSZH
2.5PVCBLUE5,PVC SINGLE   2.5mm BLUE 6491B  500 MTR DRUM LSZH
2.5PVCBROWN1,PVC SINGLE   2.5mm BROWN 6491B  100mtrs LSF LSZH
2.5PVCBROWN5,PVC SINGLE   2.5mm BROWN 6491B  500 MTR DRUM LSZH
2.5PVCEARTH1,PVC SINGLE   2.5mm EARTH 6491B  100mtrs LSF LSZH
2.5PVCEARTH5,PVC SINGLE   2.5mm EARTH 6491B  500 MTR DRUM LSZH
2.5PVCGREY1,PVC SINGLE   2.5mm GREY 6491B  100mtrs LSF LSZH
2.5PVCGREY5,PVC SINGLE   2.5mm GREY 6491B  500 MTR DRUM LSZH
2.5SILCONE,CABLE   2.5mm SILICONE 180 DEG  REE C
21PVC,PVC FLEXIBLE  2x1mm CIRCULAR  100mtr SPOOL
240PVCEARTH,PVC EARTH GREEN YELLOW 6491B  ON 500MTR DRUM LSZH
275PVC,PVC FLEXIBLE  2x.75mm CIRCULAR  WHITE 2182Y 100m LSF LSZH
315ARTBLUE,ARTIC FLEXIBLE 3x1.5mm BLUE  AO5V3V3-F 3183YAG-30C
315ARTYELLOW,ARTIC FLEXIBLE 3x1.5mm YELLOW  A05V3V3-F 3183YAG-30C
315HRPVC,PVC FLEXIBLE  3x1.5mm HEAT RES  O 3093Y HR(85) 100mtr LSF
315PVC,PVC FLEXIBLE  3x1.5mm CIRCULAR  WHITE 3183b 100MTR LSF LSZH
31CB,IRON FLEX 3x1mm COTTON  BRAIDED
31PVC,PVC FLEX WHITE 3x1mm
31PVCBLACK,PVC FLEX BLACK 3x1mm
325ARTBLUE,ARTIC FLEXIBLE 3x2.5mm BLUE  A05V3V3-F 3183YAG-30C
325ARTYELLOW,ARTIC FLEXIBLE 3x2.5mm YELLOW  A05V3V3-F 3183YAG-30C
325HRPVC,PVC FLEXIBLE  3x2.5mm HEAT  Resisting 100mtr spool
325PVC,PVC FLEXIBLE  3x2.5mm CIRCULAR  WHITE 3183Y 100mtr spool LSF
34ARTBLUE,ARTIC FLEXIBLE 3x4mm BLUE  100MTR A05V3V3F
34ARTYELLOW,ARTIC FLEXIBLE 3x4mm YELLOW  100MTR A05V3V3F
35PVCEARTH,PVC SINGLE  35mm EARTH 6491b  500mtr DRUM lsf
375GF,GOLD FLEX 3X.75mm PVC FLEX  (MLCA012)
375PVC,PVC FLEXIBLE  3x.75mm CIRCULAR  WHITE 3183b 100m  LSF LSZH
415HRPVC,PVC FLEXIBLE  4x1.5mm HEAT RE'  STING 3094Y HR(85) 100mtr spoo
415HRPVCBLUE,PVC FLEX HEAT RESISTANT BLACK  BROWN BLUE & EARTH CORE
415PVC,PVC FLEXIBLE  4x1.5mm BROWN BLACK BLUE EARTH CORE  LAR 3184Y 100mtr LSF LSZH
41PVC,PVC FLEXIBLE  4x1sq CIRCULAR  WHITE 100MTR COIL
425HRPVCBLUE,PVC FLEXIBLE  4x2.5 HEAT RESIS  TING WITH BLUE CORE 100M
425PVC,PVC FLEXIBLE  4x2.5mm CIRCULAR  3184Y 100mtr spool LSF LSZH
